,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
321,7/11/22 22:03,"Van Nuys, Los Angeles",CA,USA,Cylinder,About one minute,This is an addendum to a previous report I filed at the end of August,10/8/22,
322,7/11/22 22:03,Van Nuys,CA,USA,Cylinder,A minute or two,"Saw a lighted, cylindrical UAP, traversing the sky westward in a seemingly level, horizontal trajectory, while continually flipping.",9/9/22,Yes
323,7/11/22 19:30,Canon City,CO,USA,Cross,5 minutes,Ufo,12/22/22,
324,7/11/22 14:36,Bucharest,Bucharest,Romania,Circle,10-15s,"White orb of lighting, no sound, slow",9/9/22,
325,7/11/22 14:00,North Las Vegas,NV,USA,Sphere,1,Multiple lights seen mid-day (near area 51),12/22/22,
326,7/11/22 11:52,Snohomish,WA,USA,Circle,At least 3 minutes,Saw a roundish light object in the sky,12/22/22,Yes
327,7/11/22 08:45,St Clair Shores,MI,USA,Cigar,,"We saw a long tube/pill shaped object flying on an angle. It was clear it had no wings, propellers, and made no sound.",9/9/22,
328,7/11/22 02:23,"Washington, United Kingdom",United Kingdom,United Kingdom,Unknown,Unknown,I checked the flight radar application and there wasn't an aircraft where this object was.,9/9/22,
329,7/11/22 00:48,Blackpool,Lancashire,United Kingdom,Circle,3 minutes,2 UFO flying weirdly over Irish Sea in strange manoeuvre disappearing and reappearing,9/9/22,
330,7/10/22 23:40,Kameno,Burgas Province,Bulgaria,Triangle,10 minutes,Large flying triangle 1 large central orange light and 3 outer lights on each tip of various colours.,9/9/22,Yes
331,7/10/22 22:42,Smithtown,NY,USA,Circle,5-8 seconds,I witnessed what appeared to be a moving aircraft and noticed no beacon lights flashing then I thought it may have been a star,9/9/22,Yes
332,7/10/22 21:45,Dallas,PA,USA,Triangle,10 minutes,A triangle aircraft maneuvering in ways I've never seen in any military aircraft whatsoever,9/9/22,
333,7/10/22 21:34,Rutland,VT,USA,Circle,10 minutes,I was walking my 2 dogs & saw 3 round orange bright lights hovering close together. They hovered for 3 minutes before 2 disappeared,9/9/22,
334,7/10/22 21:34,Live Oak,CA,USA,Sphere,N/A,Above my apartment in my balcony.,9/9/22,
335,7/10/22 21:27,Friday Harbor,WA,USA,Cigar,10 minutes,Cigar shaped object moving slow from NE to SW,9/9/22,Yes
336,7/10/22 20:09,Concord,NH,USA,Cylinder,approx. 20-30 seconds,Travel West to East. Contrails. 3 heat signatures port side. No sonic boom/sub sonic.,9/9/22,Yes
337,7/10/22 15:44,Newcastle upon Tyne,null,,Oval,Around 30 minutes,UPA FOOTAGE FROM ENGLAND,9/9/22,Yes
338,7/10/22 14:30,"Alamosa, San Luis Valley",CO,USA,Sphere,NA,Took two sequential photos and a white sphere was observable in the first but not the second.,9/9/22,Yes
339,7/10/22 12:57,Alexandria,IN,USA,Cylinder,Approximately 20 seconds,"No wings, cylinder streaking across clear sky, comes to complete stop, then streaks 120 degrees straight up and out of sight.",9/9/22,
340,7/10/22 04:45,Rio grande,NJ,USA,Unknown,45 minutes,Hovering at about 2500 ft then ascended and disappeared,9/9/22,
341,7/10/22 01:34,Reading,Wokingham,United Kingdom,Light,,Outside my home,10/8/22,
342,7/10/22 00:34,Eugene,OR,USA,Fireball,At least 10 mins,Glowing orb like fireball hovering in the sky.,12/22/22,Yes
343,7/10/22 00:13,Wisconsin Dells,WI,USA,Light,Seconds,Flash of light traveled across sky,9/9/22,
344,7/10/22 00:10,Franklin,OH,USA,Circle,About 1 minute and 15 sec,"It was a glowing red orb with a tail, then it stopped and was a fuzzy red ball. There were no other colors.",9/9/22,
345,7/10/22 00:10,HAMBURG NY,NY,USA,Unknown,5 minutes,UFO SIGHTING 12:10 AM JULY 10TH NEAR ETERNAL FLAME FALLS.,9/9/22,
346,7/9/22 23:45,Red Lion,PA,USA,Light,1 minute,Very bright red static light slowly moving in a Southernly direction.,9/9/22,Yes
347,7/9/22 22:45,Kenosha,WI,USA,Circle,4mins,Very bright ball of light,9/9/22,
348,7/9/22 22:45,Louisville,KY,USA,Light,2 seconds,We saw it through our house it was a huge light there for only a few seconds and it was a crème color of light.,9/9/22,
349,7/9/22 22:00,Fond du lac,WI,USA,Oval,15 minutes,Seen 5 slow moving craft no sound red and spinning interior,9/9/22,
350,7/9/22 20:48,Roselle,IL,USA,Cylinder,2-3 minutes,Object on fire and then burnt out or disappeared before horizon line,9/9/22,
351,7/9/22 20:45,SAINT PAUL,MN,USA,Circle,10 minutes,Black donut shaped craft,9/9/22,Yes
352,7/9/22 20:38,Queen Creek,AZ,USA,Oval,10 Seconds,Vibrant green spheroid object racing along the valley floor over suburban residential area.,9/9/22,
353,7/9/22 18:00,Brisbane,Queensland,Australia,Light,5mins,Lights playing in the sky,9/9/22,
354,7/9/22 17:52,Rapid City,SD,USA,Circle,Over 30 minutes,"Cloudy ""ring"" in the sky",9/9/22,Yes
355,7/9/22 17:10,Palmer,AK,USA,,Caught on camera,"I took the picture and saw it later when I saw a spec of light in the left corner. I was shooting a picture of an eagle, it is in the",9/9/22,Yes
356,7/9/22 14:04,North Falmouth,MA,USA,Circle,2 minutes,Bright white or silvery round shape traveling erratically then flying straight down before vanishing,9/9/22,
357,7/9/22 13:19,Lansdale,PA,USA,Changing,1 minute,Filmed small black object flying right to left and accidentally captured something fly the other direction at end of video,9/9/22,Yes
358,7/9/22 13:00,"Downers Way, North Falmouth",MA,USA,Unknown,45 seconds,Period of odd darkness and silence around middle of day,10/8/22,
359,7/9/22 09:20,Chelston Heath,Devon,United Kingdom,Triangle,30 seconds,Triangle shape in the sky. The sun hit its surface which caused a flash as looked metallic.,9/9/22,
360,7/9/22 04:30,Grenada,MS,USA,Circle,20 minutes,Saw a small round circular object move straight up then go across the sky at very fast pace but unlike a plane or shooting star,9/9/22,
361,7/9/22 00:43,Pittsburgh,PA,USA,Other,15 mins,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,12/22/22,Yes
362,7/9/22 00:42,Valley Stream,NY,USA,Light,About one second.,A fast-moving object with no audible sound appearing as a bright white light with a slight trail at or around FL150 traveling North.,9/9/22,
363,7/8/22 22:30,Clarington,ON,Canada,Unknown,Hours long,Not starlink,9/9/22,
364,7/8/22 21:29,N Ft Myers,FL,USA,Circle,,Always looking up at the stars and saw a moving object that was zipping around and then was dashing in and or around the moon,9/9/22,Yes
365,7/8/22 20:45,Lopez island,WA,USA,Sphere,3 seconds,Solid orange sphere flying above water,9/9/22,
366,7/8/22 20:00,Welcome,MN,USA,Sphere,2 miles.. 7 or 8minutes,I seen the same orb of light as the other 4 people seen lately,9/9/22,
367,7/8/22 19:00,Loveland,CO,USA,Circle,10 minutes,3 round objects forming a perfect triangle,9/9/22,
368,7/8/22 18:10,Cecil plains,Queensland,Australia,Circle,30 seconds,The object was moving at incredible speeds,9/9/22,
369,7/8/22 15:45,,,,Circle,Unknown,Several objects in sky over ocean. Round,9/9/22,Yes
370,7/8/22 12:14,Merida,Yucatán,Mexico,Disk,10 minutes,I was on vacation in Mexico and I took my BeReal picture and I later noticed the UFO in the background.,12/22/22,Yes
371,7/8/22 11:30,Torrance,CA,USA,Cone,2 minutes,2 white smooth orbs going in circles. then they both flew east one after the other. I then saw 5 jets scrambled in different directions,9/9/22,
372,7/8/22 00:15,Staten Island New York,NY,USA,,1min 40 sec,I’m a Ufologists I host UNIDENTIFIED-S4 YouTube channel I was out filming and it flew over me completely silent slow moving I filmed it,9/9/22,
373,7/7/22 22:45,Pueblo,CO,USA,Cigar,10 minutes,7-8 bright circular lights that lined up traveling north,9/9/22,
374,7/7/22 22:13,Greenfield,WI,USA,Other,+/- 2 mins each time,"Witnessed bright orange glowing light, ""flying"" in the sky, above our neighborhood, while on a walk at @ 10pm on 7/7/22.",9/9/22,
375,7/7/22 22:00,West Warwick,RI,USA,Circle,10 seconds,Big glowing red ball moving erratically,9/9/22,
376,7/7/22 21:42,Indian Harbour Beach,FL,USA,Changing,8-10 seconds,Peculiar transparent craft flying low no sound hovering over apartment near beach,9/9/22,
377,7/7/22 21:42,Holladay,UT,USA,Light,Maybe 3-5 mins,Flashing green and red object above trees to the NE of driveway above neighbors pine tree.,9/9/22,Yes
378,7/7/22 20:40,Englewood,CO,USA,Circle,,Driving and saw a hovering object above that looked abnormal,9/9/22,
379,7/7/22 20:30,Huron,OH,USA,Disk,15 m. multiple witnesses,I saw the object hovering untill I began travelling northbound the object slowly and silently drifted north northeast out of sight.,9/9/22,Yes
380,7/7/22 20:27,Marshall,TX,,Other,1:20 minutes,2 bright rectangular like shapes descended from up high in the sky together close towards the moon and went different directions,9/9/22,Yes
381,7/7/22 20:03,North Conway,NH,USA,,10seconds,Object flying south low altitude,9/9/22,
382,7/7/22 17:45,Greenford,City of London,United Kingdom,Sphere,25 minutes approx,Spherical light changing from bright to dull.,9/9/22,
383,7/7/22 11:00,Las Vegas,NV,USA,Circle,5 minutes,"Two spheres scene out of an airplane window. Very bright light, casting light on to the mountain.",9/9/22,Yes
384,7/7/22 09:45,Phoenix,AZ,USA,,3 seconds,Very large shiny silver object in sky,9/9/22,
385,7/7/22 02:16,Fernandina beach,FL,USA,Cylinder,4 seconds,Fast rolling motion,9/9/22,
386,7/7/22 02:15,Stirling,Stirling,United Kingdom,Sphere,Over an hour,Small bright dot hovering in an unusual way with green aura being emitted and changing in size,9/9/22,Yes
387,7/7/22 01:30,Hood canal a mile from good sport,,,Sphere,An hour,Bright orb moving spastically across the sky with no set direction,9/9/22,Yes
388,7/7/22 00:21,Gatineau,Quebec,Canada,Other,a quarter second,A torpedo-like object moved quickly downscreen on an infrared camera pointed upward,12/22/22,Yes
389,7/7/22 00:18,Gatineau,Quebec,Canada,Other,about one second,"Infrared camera facing upward captured two objects in one second; one moving upscreen, then one moving downscreen",12/22/22,Yes
390,7/6/22 23:29,Gatineau,Quebec,Canada,Other,about a quarter second,An upward facing infrared camera captured an object moving right to left in the direction pointed,12/22/22,Yes
391,7/6/22 22:53,Phoenix,AZ,USA,Light,15 seconds,Saw a small green light with maybe white surrounding lights fly VERY FAST across the night sky.,9/9/22,
392,7/6/22 22:47,Seary,AR,USA,Cigar,About 7 to 10 minutes,Following a small plane in sky when I noticed object .,12/22/22,Yes
393,7/6/22 21:47,Ormond Beach,FL,USA,Sphere,10 Seconds,Amber Orb moves slowly for 10 seconds before dimming/shrinking from visibility,9/9/22,
394,7/6/22 21:37,Newport,NC,USA,Triangle,Couple minutes,Don't know if this was a drone or not.,9/9/22,Yes
395,7/6/22 21:25,Newport,NC,USA,Star,Ten minutes,"Bright star, moving erratically.",9/9/22,Yes
396,7/6/22 21:20,Goodrich,MI,USA,Other,20 seconds,Oblong tic tac UAP/UFO,9/9/22,
397,7/6/22 20:35,Sedona,AZ,USA,Changing,1 hour,"Just a few UFOs flying around. Some flashing, some disappearing.",12/22/22,
398,7/6/22 00:39,Oaklawn,IL,USA,Circle,,Saw craft then ran and got roomate and phone. Recorded the video.,9/9/22,
399,7/6/22 00:30,,,USA,Sphere,About a min each time,I was catfishing and all of a sudden I saw lights moving all around in the sky a ball of light with no tracers behind it,9/9/22,
400,7/5/22 22:35,Essex,CT,USA,Diamond,10 - 15 minutes,"Initially saw round white light rapidly flying over Ct. river a few times,",9/9/22,
401,7/5/22 14:50,Syracuse,NY,USA,Changing,It lasted about 5 minutes,I was at a appointment. I took a walk while I was awaiting another one. I was looking at buildings and something had caught my eye.,9/9/22,
402,7/5/22 12:35,Roseville,,,Cigar,2 minutes,"Dark, cigar shaped object flew in and out of a cloud before changing directions, speeding up and vanishing into blue sky.",9/9/22,
403,7/5/22 11:50,Destin,FL,USA,Oval,5 seconds,Dancing lights that vanished,9/9/22,
404,7/5/22 00:49,Enumclaw Wa,WA,USA,Fireball,3 mins. Massive orange,We thought it was the moon until we noticed it started moving very quickly,9/9/22,Yes
405,7/4/22 23:45,Tavares,FL,USA,Changing,10 minutes,Changing object or vehicle moving slowly from high in the sky from one side to the other(from left to right) and then descends.,9/9/22,
406,7/4/22 23:31,Marengo,IN,USA,Circle,Approx 45 seconds,3 orange circular objects flying in a line- west to east. They stayed in formation until they were out of sight.,9/9/22,
407,7/4/22 23:03,Church Hill,TN,USA,Circle,From 11:03pm to 12:06am,"Looked similar to a comet but faster and different, the something else.",9/9/22,
408,7/4/22 22:34,Lauderhill,FL,USA,,30-45 second,Red and Green alternating colored lights on a craft,9/9/22,
409,7/4/22 22:14,Higginsville,MO,USA,Circle,It came back twice that I,Bright red orbs that disappeared in an instant and came back.,9/9/22,
410,7/4/22 22:11,Ft. Lauderdale,FL,USA,Light,approx. 10 minutes,Faked airliner; stood still for 5 silent minutes; descended to ground and rose 1 minute later,9/9/22,
411,7/4/22 22:00,Ogden,UT,USA,Light,approx. 10-13seconds,"Fast moving object that flew over Hill AFB to Ben Lomond Peak in >10 seconds, and made an abnormal 90-Deg hard turn without slowing",12/22/22,
412,7/4/22 22:00,Olympia,WA,USA,Fireball,230,"Fireball flying slow above fire works, flies off into horizon and disappears! See video",9/9/22,
413,7/4/22 21:33,Chicago,IL,USA,Light,Approx. 2 min.,Pulsing light that appears to change shapes,9/9/22,Yes
414,7/4/22 21:20,Perth amboy,NJ,USA,Oval,20min,Saw a strange light and it was hovering and it was changing color from red to blue I have a video and my son has one to,9/9/22,
415,7/4/22 21:11,BRANDON,FL,USA,Unknown,2 minutes,"Glowing orange object (circular light) moving North to South slowly, consistently, and with no sound.",9/9/22,
416,7/4/22 21:10,Las Vegas,NV,USA,Unknown,10 minutes,"Craft was flying through the night sky during a lot of fireworks, changing directions multiple times, going straight up and back down",9/9/22,
417,7/4/22 21:00,Worcester,MA,USA,Light,1/2 hour about,"Bright light, like a star, but moving/darting in irregular pattern across sky until it just stopped moving.",9/9/22,
418,7/4/22 20:53,Wheaton,IL,USA,Unknown,58 seconds,lit,9/9/22,
419,7/4/22 19:30,Woodstock,NY,USA,Cylinder,90 - 120 min.,"Looked like a bus with very bright lights that stayed in one place in the sky, moved to the right and lower after an hour",10/8/22,
420,7/4/22 19:30,Jamison,,,Disk,Approximately 30 seconds,Black/Navy blue disk(ovoid as visible from the side) demonstrates instantaneous acceleration or some form of a “cloaking”mechanism.,9/9/22,
421,7/4/22 19:10,Cottonwood,AZ,USA,Light,10 to 15 mins,Watched ball of light pluse through the sky,9/9/22,
422,7/4/22 11:00,Pamona,NJ,USA,Unknown,5 seconds,Flew across highway in 5 seconds then went down below trees,9/9/22,
423,7/4/22 06:50,Jacksonville,FL,USA,Delta,60 secs,I noticed a shiny metal silver object sitting static in the sky then dissappear then reappear 5 or 10 miles farther away than the fi,9/9/22,
424,7/4/22 04:30,Bass River Township,NJ,USA,Sphere,5 minutes,"Silver sphere, with VERY BRIGHT pair of articulated light sources on the bottom, accelerated laterally and VANISHED, then reappeared",9/9/22,
425,7/4/22 03:00,St. Gabriel,LA,USA,Delta,About 2 minutes,Delta shaped Craft with four lights that hovered in the sky for 30 seconds and immediately flew away.,9/9/22,
426,7/4/22 02:30,Hickory Hills,IL,USA,Circle,About 10 Seconds,"Smoking a cigarette, I looked up to see what I thought was a plane but it disappeared rapidly.",9/9/22,
427,7/3/22 22:40,livingston,MT,USA,Sphere,ten minutes,fashing zippy 90 degree movements.,9/9/22,
428,7/3/22 22:30,Sunriver,,USA,Circle,30 seconds,"Filming guitars on wall in my cabin, became surrounded by 2 or 3 small balls of light. Caught on camera.",9/9/22,
429,7/3/22 22:30,Ambridge,PA,USA,Circle,2 circles each 3 to 5 min,"Large red circle, no sound flew over 2 times then climbed and disappeared",9/9/22,
430,7/3/22 22:30,Trumbull,CT,USA,Sphere,10 mins,Several round orbs of light flying silent 1 after another right above the tree line,9/9/22,Yes
431,7/3/22 22:19,Ellwood city,PA,USA,Light,3-4,Strange object,10/8/22,
432,7/3/22 22:16,Ellwood city,PA,USA,Sphere,4 mins,Strange flight characteristics,10/8/22,
433,7/3/22 22:01,Oklahoma City,OK,USA,Cone,,"It was almost triangle but it was not and it had yellow lights going down four sides, I have a picture",12/22/22,Yes
434,7/3/22 22:00,Kutztown,PA,USA,Fireball,,Was definitely not a satellite and the reports sports are from area's Southwest of my location also seen,9/9/22,Yes
435,7/3/22 22:00,Kutztown,PA,USA,Fireball,3-5 minutes,Appeared in sky moving Southwest it's Orange to reddish fireballs information information moving same spbeing same speed definitely not,9/9/22,Yes
436,7/3/22 21:45,Bishops stortford,,,Formation,10 secs,Amazing formation turning sharply,9/9/22,
437,7/3/22 21:43,Bishops stortford,Hertfordshire,United Kingdom,Cylinder,5 seconds,Driving home saw  4 fast moving bright lights,9/9/22,Yes
438,7/3/22 21:30,Bloomsburg,PA,USA,Triangle,3 minutes,"Very bright lights on triangle craft, completely silent, steady speed coming in our direction, got close to use then disappeared",9/9/22,
439,7/3/22 21:22,Vine Grove,KY,USA,Cylinder,Around 3 minutes,"Setting of fireworks with my children. Daughter was first to see it, then myself and my son. I also collected 2 short video clips.",9/9/22,Yes
440,7/3/22 21:03,Carmichael,CA,USA,Sphere,5 Min.,Strange object entered into another,9/9/22,
441,7/3/22 20:57,Tipp City,OH,USA,Egg,30 seconds,I saw a egg shaped flying object transmitting 2 white lights,9/9/22,Yes
442,7/3/22 20:41,Saranac Lake,NY,USA,Cylinder,45-60 seconds,"Object traveling from south to north spotted with no aviation lights, engine noise or wings.",9/9/22,
443,7/3/22 20:35,Grand Rapids,MI,USA,Cylinder,2 minutes - approximately,Playing catch with my daughter - saw a soundless white tic tac,9/9/22,
444,7/3/22 18:00,Big lake az,AZ,USA,,10 sec,Green orb under water,9/9/22,Yes
445,7/3/22 18:00,Big lake,AZ,USA,Other,5,Green portal down from the clouds with a orange round Pac-Man shaped mass with octagon shapes inside,9/9/22,Yes
446,7/3/22 17:15,Norwood,MA,USA,Triangle,5-6 minutes,"Triangular craft, later 2 orbs",9/9/22,
447,7/3/22 16:00,Philadelphia,PA,USA,Star,5seconds,It moved very very fast,9/9/22,
448,7/3/22 13:45,Rock Island,IL,USA,Chevron,6 minutes,"Sun glinted and flashed off small object, disappeared then reappeared same spot 5 min later, impression was that it was chevron shaped",9/9/22,
449,7/3/22 10:20,Denver,,USA,Changing,10-15 mins,Objects floated slowly from N/NE to W/SW gaining altitude as they went,9/9/22,
450,7/3/22 10:00,Kutztown,PA,USA,Fireball,2 to 5 minutes,I was sitting on my front porch faceing south and I saw the first UFO and it moved quickly East West. The rest is in the details,9/9/22,Yes
451,7/3/22 03:15,Port Richey,FL,USA,Triangle,Roughly a minute or so,"Stationary, Moving in weird pattern, Sparkling Intermittently, Suddenly vanished.",9/9/22,
452,7/2/22 23:50,Boundary Waters. Canadian border,MN,USA,Triangle,Over 20min.vid of 1:30,Stargazing south of Canadian border of MN. Saw 2 objects on July 2 and up to 30 more on July 3.4 miles from Sawbill lake entry point.,9/9/22,Yes
453,7/2/22 23:10,Hendersonville,NC,USA,Unknown,2 minutes,Craft with static lights moving slow and low across area,9/9/22,
454,7/2/22 23:00,Shelby,MI,USA,Triangle,3 to 4 hrs,A blur flew by house and tried to hide with stars but it couldn't maintain as a star ..it changed from 1 light to numerous lights,9/9/22,Yes
455,7/2/22 22:30,ANTIOCH,CA,USA,Oval,15-20 seconds,"See in the sky a lime green oval object, up in the sky, moving very quickly without any other lights. 3x size of plane",9/9/22,
456,7/2/22 22:29,Sandy,OR,USA,Light,1 min. 22 sec.,Seen 3 stationary large bright strobing lights in the sky behind clouds,9/9/22,
457,7/2/22 21:40,Uncasville,CT,USA,Sphere,8-12 minutes,There was a bright red ball that had started racing really fast towards our general direction,9/9/22,
458,7/2/22 21:36,West Deptford,NJ,USA,Circle,Almost an hour. Ongoing.,Various large lights observed over an hour.,9/9/22,Yes
459,7/2/22 21:30,Wiodbourne,,,,unknown,A very large dome low to the ground,9/9/22,
460,7/2/22 17:07,Ramona,CA,USA,Circle,Star near Cresent moon,A bright star looking craft hanging around the Cresent t moon.,9/9/22,
461,7/2/22 17:05,North Kingstown,RI,USA,Diamond,No duration.,"Object was just hovering in mid air, unlike any vehicle or object on earth. Was not affected by wind.",9/9/22,Yes
462,7/2/22 13:50,Honolulu,HI,USA,Disk,1-2 minutes,Was a disk shape with a blue ring on the center with a metal gray looking color around the rest,9/9/22,Yes
463,7/2/22 10:00,Frisco,TX,USA,Changing,15 minutes,"High in the sky, moving “slowly” from west to east, bright spot of light, periodically changing the brightness",9/9/22,Yes
464,7/2/22 09:00,Sutherlin,OR,USA,,about 1 min,An alien in a weird space suit,9/9/22,
465,7/2/22 04:15,Midvale,UT,USA,Disk,10 minutes,Large disc slowly passing over courtyard and parking area of my apartment home at Wasatch Club apartments,9/9/22,
466,7/2/22 04:13,trowbridge,Wiltshire,United Kingdom,Changing,20 30 mins starting at,It was so massive I could not belive what I was seeing this was no way a man made object doing what it was doing,9/9/22,
467,7/2/22 01:00,"Glen, NH-16",NH,USA,Circle,a few seconds,Circular in size 2 sets of lights around it-possibly strobing. Hovering above ground 40-50 feet,9/9/22,
468,7/2/22 00:21,Death Valley,CA,USA,Circle,8 seconds,"While watching stars through Skyview app, we found weird thing shapes like ring it was colorful. Just crossed in sky and movedvery fast",9/9/22,Yes
469,7/1/22 23:00,Peterchurch,,,Star,20 seconds approx,Couple of odd white starlike objects,9/9/22,
470,7/1/22 22:42,Gatineau,Quebec,Canada,Other,about half a second,An upward facing infrared camera captured this object moving from screen left to right in the direction pointed,12/22/22,Yes
471,7/1/22 22:30,Hutto,TX,USA,Light,3 seconds,"Five or six ""stars"" dancing/chasing each other in a circle.",9/9/22,
472,7/1/22 22:19,Houston,TX,USA,,Minutes.,Not clear to the naked eye.,9/9/22,Yes
473,7/1/22 22:15,Greensburg,PA,USA,Light,Quick(30sec) est.,"Originally observed w/eyes, then recording w/SIONYX digital IR. Several lights in same area of sky,but all had different trajectories",9/9/22,
474,7/1/22 21:50,Lancaster,OH,USA,Light,1-2 Minutes,Slowly pulsing green light with white light underneath.,9/9/22,
475,7/1/22 21:30,Pewaukee,WI,USA,Light,Approx. 30-40 minutes,"I 1st saw a white object almost directly above me pass a star, it's luminosity increased to very bright and intense then flamed out",9/9/22,
476,7/1/22 20:00,Great Bend,PA,USA,Fireball,60 seconds,Fire in the sky traveling faster than the surrounding aircraft.,9/9/22,
477,7/1/22 18:15,Bronx,NY,USA,Changing,About 1 minutes,Seen travelling very fast north east over Van Cortlandt park,9/9/22,Yes
478,7/1/22 05:00,Charlotte,NC,USA,Circle,July 1st - Present day,I Just need to speak to someone,9/9/22,Yes
479,7/1/22 03:59,San Antonio,TX,USA,Unknown,2 hours,Very bright/color-pulsating object has appeared above my home at least 50 times this year. It is rarely in the same spot each time.,9/9/22,Yes
480,7/1/22 03:17,Reading,PA,USA,Other,30 mins on July 1st,"I watched a brilliant very beautiful object fairly low , at first stationary, for approx.10 mins",9/9/22,
481,7/1/22 00:29,LAKE ARIEL,PA,USA,Light,about 30 secs,I watched from a North position as craft went by at high altitude about 50 degrees from horizon Craft flew from East to West,9/9/22,
